,ConvThread,MessageID,date,UserID,Channel,source,text,is_sarcastic
279,138.0,1308788,2023-04-26,1275903953,Karas - Karas.csv,Telegram,Чому діти депутатів не воюють?🏳️‍🌈🤡,1
280,143.0,1304374,2023-04-26,493642959,Karas - Karas.csv,Telegram,Генетична особливість мабуть...,1
281,146.0,1297329,2023-04-21,845449955,Karas - Karas.csv,Telegram,"Усім відомо, що в Україні немає розпусти!",1
282,147.0,1294016,2023-04-18,908650259,Karas - Karas.csv,Telegram,"Ні, просто. оце ""нампиздаякполякаму39"" з методички вже оскому набило.",1
283,151.0,1290269,2023-04-12,848658687,Karas - Karas.csv,Telegram,"Бо ""шо скаже Запад"".
А Запад треба послати нахер.",1
284,157.0,1283221,2023-04-05,848658687,Karas - Karas.csv,Telegram,"Ого, не знала що все життя  живу у ""ватному болоті"".
Я думала у нас по всій крані проблеми з ватою і кацапами🤔",1
285,166.0,1261439,2023-03-24,355455926,Karas - Karas.csv,Telegram,"Так то воно так, але ж згодьтеся, що пан Ігаль Левін то є самий страшний ворог вітчизни. І не дає нам виграти цю війну. Отак х...ня, малята. 😁👹",1
286,167.0,1260578,2023-03-23,1350618071,Karas - Karas.csv,Telegram,"Дійсно, при пороху того ж не було 😂😂",1
287,174.0,1245410,2023-03-10,1123115525,Karas - Karas.csv,Telegram,Ти ж про Єрмака зараз?🤔,1
288,175.0,1242966,2023-03-08,1123115525,Karas - Karas.csv,Telegram,На -18 см,1
289,176.0,1241090,2023-03-08,381860411,Karas - Karas.csv,Telegram,"Саме так👍🏻 але навіть якщо б війну виграли виключно жінки, у чоловіків все одно б були притензії . Бо «фемки» вони ж тупі, самі не знають чого хочуть..",1
290,178.0,1240848,2023-03-08,5738708584,Karas - Karas.csv,Telegram,Не тільки стояти на кухні. Ще прибирати,1
291,183.0,1231005,2023-03-04,213551465,Karas - Karas.csv,Telegram,"Так за який рік став знову збитковим? 2022? Хм, що ж там таке трапилось в тому році?..",1
292,195.0,1204551,2023-02-20,1123115525,Karas - Karas.csv,Telegram,Ви за насильство над чоловіками в сім’ї?),1
293,199.0,1200134,2023-02-18,893615158,Karas - Karas.csv,Telegram,Польща вже напала,1
294,201.0,1198437,2023-02-17,490878821,Karas - Karas.csv,Telegram,"Бо її багато дивляться. А це точно означає що вона хороша бо так багато людей не помиляються. А ще вона в бахмут поїхала, а це означає що вона дуже розумна 😂",1
295,209.0,1182700,2023-02-06,5221670518,Karas - Karas.csv,Telegram,"Ага а діти Зеленського, а його жінка, а резніков а залужний.",1
296,213.0,1181821,2023-02-05,201317343,Karas - Karas.csv,Telegram,"Який протест? Як ти не розумієш, що зараз зрадойобити не на часі?",1
297,215.0,1181605,2023-02-05,655758377,Karas - Karas.csv,Telegram,А Арестович що говорить?,1
298,218.0,1173964,2023-01-30,1982002619,Karas - Karas.csv,Telegram,Так ленін і був першим скінхедом,1
299,219.0,1169434,2023-01-26,519640696,Karas - Karas.csv,Telegram,"Ти перечитай. Чувак пише, що «покладалися на хуйову комунікацію кацапів, але вони навчились і все, пизда». Охуєнний був план, шкода, що не спрацював",1
300,225.0,1149797,2023-01-16,519640696,Karas - Karas.csv,Telegram,А точно пососали? А може тебе Буданов наїбав? А?!,1
301,227.0,1148820,2023-01-16,5562814490,Karas - Karas.csv,Telegram,"пока еліти атдихают прастой нарот сталківают лбамі, украінци должні понять чьто рускіє ім нє врагі",1
302,229.0,1137717,2023-01-14,519640696,Karas - Karas.csv,Telegram,Прям я особисто?)),1
303,230.0,1133755,2023-01-13,2008068613,Karas - Karas.csv,Telegram,"Пане Карась, яке весна, нам танки не дают, фу потивные немци и тд😄😄😄",1
304,234.0,1134354,2023-01-13,983933259,Karas - Karas.csv,Telegram,Чому з Польщі? Я в штатах...,1
305,242.0,1124204,2023-01-09,362587415,Karas - Karas.csv,Telegram,І взагалі нас зливають,1
306,243.0,1115590,2023-01-03,118705534,Karas - Karas.csv,Telegram,"в мене маніпуляція, а в тебе прям заїбісь відповідь 😁",1
307,247.0,1113019,2023-01-03,557904090,Karas - Karas.csv,Telegram,Говорили вообще про 63),1
308,248.0,1112875,2023-01-03,1203355004,Karas - Karas.csv,Telegram,"Думаю, якби в сімї було по 5 дітей, то нас було б 100 мільйонів і в Москві було б пиво по 20 гривень.😉",1
309,249.0,1098397,2022-12-29,863885724,Karas - Karas.csv,Telegram,"Ого,а нашо ти мені тоді то пишеш?",1
310,259.0,1079192,2022-12-21,516921743,Karas - Karas.csv,Telegram,Шось ти якусь дічь несеш),1
311,277.0,1043087,2022-12-10,428300021,Karas - Karas.csv,Telegram,"Так не ""Підори"", а військовослужбовці армії московії!!!! Будьте і толерантні, і з повагою до покійників...",1
312,280.0,1034072,2022-12-07,782301391,Karas - Karas.csv,Telegram,"Уфф, єбац, тигріца яка",1
313,281.0,1030369,2022-12-05,721353421,Karas - Karas.csv,Telegram,Таролог з ютюба.,1
314,283.0,1029113,2022-12-05,480677070,Karas - Karas.csv,Telegram,"Лише 2а, тоді чекаю на третю, відбій тривоги)",1
315,285.0,1028151,2022-12-05,464214957,Karas - Karas.csv,Telegram,"Всім привіт, я Микола Парасюк зі Львова, у мене не має електрохарчування три дні. Дитина замерзла. Геть бандита Зеленського.

После сообщения вы получите 40 рублей, не забудьте удалить последний абзац.",1
316,286.0,1027463,2022-12-05,389541574,Karas - Karas.csv,Telegram,"Бо дуже розумні. А може їм самим усьо це набридло, а царя бздять скинути, ось і пришвидчили процес таким шляхом😁",1
317,288.0,1022481,2022-12-03,1262519094,Karas - Karas.csv,Telegram,боже який сексизм!!!,1
318,297.0,996056,2022-11-18,1284075470,Karas - Karas.csv,Telegram,"Спиздив величезну купу російских грошей у мертвечука якого ябуть молотом у дупу, ввів в оману ГРУ та ФСБ шоблу некоректними розвідданими і скажіть тепер шо не герой.",1
319,313.0,934328,2022-10-21,798773416,Karas - Karas.csv,Telegram,"да твій шарій і його кремлівський хазяїн - ті ще клоуни
підеш із ними на нари?",1
320,314.0,932587,2022-10-21,332023349,Karas - Karas.csv,Telegram,Це ж так важко авторизуватись,1
321,316.0,924324,2022-10-19,869334622,Karas - Karas.csv,Telegram,"Приходиш до військомата і кажеш: я не могу служить, так как не могу исполнить статью 13, не знаю украинского языка, до свидания!  😂😂😂",1
322,317.0,924010,2022-10-19,2111054056,Karas - Karas.csv,Telegram,Бійці _ Бійциці,1
323,323.0,917336,2022-10-18,352632753,Karas - Karas.csv,Telegram,"Це ж німецький мг, треба зігануть?",1
324,328.0,913251,2022-10-16,2040387200,Karas - Karas.csv,Telegram,Ага карєнной казах тепер. Ага,1
325,329.0,912631,2022-10-16,767295190,Karas - Karas.csv,Telegram,"Да, я знайшов що батько допоміг йому з першою компанією",1
326,331.0,912461,2022-10-16,5118119997,Karas - Karas.csv,Telegram,"Може, вам ще й посилання в гугл мапс з точним місцезнаходженням?🤦‍♀",1
327,339.0,892950,2022-10-10,240266956,Karas - Karas.csv,Telegram,"О так, саме Яценюк є коренем зла, яким треба зайнятись в першу чергу)",1
328,341.0,893242,2022-10-10,465732048,Karas - Karas.csv,Telegram,"Дебіляра ти кустарний. У всіх прилітає, але ти в нас чомусь один такий розумний",1
329,342.0,884839,2022-10-07,465167673,Karas - Karas.csv,Telegram,"В машині пахне часником
Оце пахнючка кайф...",1
330,345.0,872586,2022-10-02,944778357,Karas - Karas.csv,Telegram,"Відео ж розраховане на українців. Рускій інтелігент в своєму імперському угарі, мабуть, думає, що ""молодший брат"" буде хлопати в ладоші від радості, що його не йдуть вбивати і нічого дивного не побачить). Це йде кампанія ""хорошіє рускіє"". Вже не одне схоже тікток бачила((",1
331,348.0,868010,2022-10-01,538273556,Karas - Karas.csv,Telegram,"Швидко референдум треба проводити, та писати що 100% проголосували за повернення до складу України))) хай в них там пукани розриває",1
332,351.0,850445,2022-09-27,367390059,Karas - Karas.csv,Telegram,Ядєрка і Кієв за трі мінути,1
333,352.0,846892,2022-09-25,386250661,Karas - Karas.csv,Telegram,"Ааааа…. Ааа…. Нам всім пізда…. Ми здохнемо від ядєрки…. Ужас…. Піздєц…. Трагедія… що робить….


То хулі ви сидите пиздаки повідкривали. Піздуйте десь на Європу і не помрете. Хулі ти можеш зробить окрім пиздіти? Ну вени поріж, все одно ж здохнеш… хулі мучітся",1
334,353.0,842982,2022-09-24,1054610176,Karas - Karas.csv,Telegram,Не розумію взагалі о чьом ти😅,1
335,357.0,830218,2022-09-21,654550121,Karas - Karas.csv,Telegram,"А де заява пороха, що він особисто вирішував питання обміну з ердоганом?",1
336,361.0,820435,2022-09-19,5082681827,Karas - Karas.csv,Telegram,Маю надію що день моєї природньої смерті і день смерті від паління збіжаться в один день,1
337,370.0,800681,2022-09-13,878163210,Karas - Karas.csv,Telegram,"Ніколи не розуміла,чому Герасим втопив Му-му,а не втопився сам",1
338,376.0,782367,2022-09-10,381561202,Karas - Karas.csv,Telegram,треба вірить людям),1
339,386.0,748850,2022-09-04,1680479594,Karas - Karas.csv,Telegram,"Карась , а чому не державною 
Ти що не патріот😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😤😤😤😤😤😤😤",1
340,396.0,722911,2022-08-29,471325226,Karas - Karas.csv,Telegram,Тю так ви ж до Ла-Манша збирались разом з укою йти. Не на тій зупинці виходите 🤣,1
341,410.0,664508,2022-08-14,1469596410,Karas - Karas.csv,Telegram,Заперти дома і не випускати нікуди.. в то не до Бог на неї хтось заглянеться),1
342,412.0,660889,2022-08-14,476100524,Karas - Karas.csv,Telegram,"думаю все ж таки було десь 40 на 10, стало 20 на 4, десь одинаково 😈",1
343,413.0,653540,2022-08-13,1346574058,Karas - Karas.csv,Telegram,а шо твій порох зробив  за 8 год?,1
344,421.0,652995,2022-08-13,541683422,Karas - Karas.csv,Telegram,голосуй за Порошенко бо Путін нападе ))),1
345,422.0,652389,2022-08-13,643777164,Karas - Karas.csv,Telegram,"Хто такі Петров, Іванов, Грішин?",1
346,429.0,632327,2022-08-10,5109554148,Karas - Karas.csv,Telegram,"То може, як писав вічно живий дєдушка Лєнін: ""Лучшє мєньшє, да лучшє""?",1
347,430.0,631182,2022-08-09,1054610176,Karas - Karas.csv,Telegram,Думаєш бот?,1
348,445.0,581024,2022-07-31,1054610176,Karas - Karas.csv,Telegram,"Крок до перемоги - помінять Крим і Донбас на Томос і Безвіз
Осьо",1
349,451.0,560371,2022-07-28,698468364,Karas - Karas.csv,Telegram,"КГБістів колишніх не буває)
Та шкура не раз вже палилась на своїх «інсайдах»",1
350,453.0,545926,2022-07-26,506298141,Karas - Karas.csv,Telegram,Дітей хочу. Сама ти сектантка чи хто. Я православний християнин. ☝️,1
351,467.0,527158,2022-07-21,322873296,Karas - Karas.csv,Telegram,"Мммм. Топити за українську - це нацизс-довбойобізм, зате какаяразніца працює ідеально. Хороша картіна міра. Какаяразніца Най будуть ті канали, Какаяразніца га медведчука, какая разніца Най будуть російські путінські хвойди приїзжати і виступати. Какая разніца. Зато зручно",1
352,468.0,527029,2022-07-21,322873296,Karas - Karas.csv,Telegram,Їбать я канеш в ахуї. В айті краще російською бо більше літератури. А вчити технічний англ для айтішника - то хуйня непотрібна. Йомайо це пізда,1
353,470.0,523855,2022-07-20,492065190,Karas - Karas.csv,Telegram,"Чеченців окупували мабуть теж тому, що вони російською розмовляли 😅",1
354,481.0,508737,2022-07-16,1469596410,Karas - Karas.csv,Telegram,Ну народила ж? Хай відпрацьовує😂😂😂😂,1
355,4.0,82135,2021-10-27,337963264,karpaty - karpaty.csv,Telegram,Демократія ж,1
356,7.0,65522,2021-01-29,92018115,karpaty - karpaty.csv,Telegram,Та можна в 3 год ночі на говерлу видертися або зійти під час проходження потужного грозового фронту над нею якщо лише ціль - її безлюдність),1
357,9.0,62842,2020-11-30,469769754,karpaty - karpaty.csv,Telegram,То гуцули насраяли,1
358,11.0,61035,2020-10-26,521610758,karpaty - karpaty.csv,Telegram,Тут чат порохоботів🤫,1
359,15.0,50460,2020-06-06,521610758,karpaty - karpaty.csv,Telegram,"Дочитав до ""є давнім святилищем"" проржав від душі і пропоную поставити рядом на горі ідола Перуна, коло брами Будду і так далі...",1
360,4.0,1852758,2024-01-18,279726535,Novynach - Novynach.csv,Telegram,"Тобто, телеграм ніхуя не анонімний? 🤔🤨",1
361,5.0,1843481,2024-01-12,386467992,Novynach - Novynach.csv,Telegram,"єба, ти геній",1
362,10.0,1837731,2024-01-10,441874098,Novynach - Novynach.csv,Telegram,Всьо адін нарот 🌚,1
363,15.0,1827077,2024-01-04,399713738,Novynach - Novynach.csv,Telegram,"Нічого, в Німеччині вивчають ситуацію і думають чи варто давати Taurus. Не бачу сенсу спішити, це не горить",1
364,25.0,1796691,2023-12-25,370159442,Novynach - Novynach.csv,Telegram,"Та нє, там же тупі бидлани з сіл, які йдуть чисто за гроші, а в нас таких немає, справжній українець піде тільки за ідею і 30к на місяць йому це навіть багато",1
365,34.0,1774553,2023-12-18,337831703,Novynach - Novynach.csv,Telegram,Нафіга десь працювати якщо можна штурмовати посадки?,1
366,35.0,1772351,2023-12-17,580850493,Novynach - Novynach.csv,Telegram,"Але ти блять, вкраїнчик йобаний, не вздумай купляти лейс або грінфілд, бо ти шо лох агресора хочеш підтримати?
UPD. Хто не зрозумів це сраказм на тему того що однією рукою уйобки продають комплектуху в рашку а іншою вкидують перемогу типу Спнср-терзм на втіху простих микол",1
367,62.0,1731562,2023-11-28,215788358,Novynach - Novynach.csv,Telegram,"ні, дамо автономію Криму, Донбасу, Закарпаттю",1
368,76.0,1708102,2023-11-15,402648798,Novynach - Novynach.csv,Telegram,Напевне просвітлювався би від твоїх нахуй нікому не потрібних висерів,1
369,112.0,1647024,2023-10-16,586032743,Novynach - Novynach.csv,Telegram,"Населення гази 2.6 милиона,по заявкам хамас кожний 3 боец зі зброею,кожен перший з нами",1
370,120.0,1631996,2023-10-09,402648798,Novynach - Novynach.csv,Telegram,"Одного з трьох слонів вже судять, залишились ще два, і колапс України абєспєчєн",1
371,122.0,1627112,2023-10-07,392851883,Novynach - Novynach.csv,Telegram,поопладуємо нашим правоохоронним органам,1
372,123.0,1624643,2023-10-06,192123422,Novynach - Novynach.csv,Telegram,Хлопці голі-босі на передку а вони на сафарі в Судан їздять,1
373,133.0,1612867,2023-09-29,438629822,Novynach - Novynach.csv,Telegram,"Як то кажуть, все що законом не забранено те дозволено. А я щось не пам'ятаю в конституції рядків, ""заборонено тримати руснявий тор на городі"") Чи ж в нас не вільна країна.",1
374,135.0,1611416,2023-09-29,40763810,Novynach - Novynach.csv,Telegram,"ну звісно, тисячі неозброєних цивілів розстріляли. дуже неоднозначно",1
375,150.0,1600486,2023-09-23,547600655,Novynach - Novynach.csv,Telegram,"круто діаспори, від індійців в сша теж діаспори полишались......",1
376,159.0,1575648,2023-09-11,5358372763,Novynach - Novynach.csv,Telegram,В русні є ще чудові інтерв'юери. Дудь. Його похвалишь?🤢,1
377,170.0,1552905,2023-08-31,34283084,Novynach - Novynach.csv,Telegram,"як же ж ми без Зеленського переможемо, він нас веде до перемоги, працює 24/7 та ви подивіться на ньому ж обличчя нема весь стерся! але він знайде в собі сили щоб зробити останній ривок і знищити росію хто якщо не він!",1
378,172.0,1551073,2023-08-31,217821408,Novynach - Novynach.csv,Telegram,"О, Ум'єров працював з Єрмаками і Татаровими? Коли так, то результати матиме гарні це точно, мабуть вищі як у Рєзнікова, яйця будуть точно вище 17 за штуку.🤔",1
379,173.0,1545110,2023-08-29,597608502,Novynach - Novynach.csv,Telegram,"""Від сам пішов на зближення ""  ""для припинення спроби заволодіти вогнепальною зброєю (його колеги, ""для відбиття нападу на поліцейського  у випадку загрози їхньому життю чи здоров’ю)

блазень, іди читай закон.",1
380,175.0,1544734,2023-08-29,219936607,Novynach - Novynach.csv,Telegram,"Яке прикре самогубство, що ще тут сказати",1
381,177.0,1540286,2023-08-28,432676868,Novynach - Novynach.csv,Telegram,У потилицю,1
382,186.0,1512317,2023-08-15,211154519,Novynach - Novynach.csv,Telegram,"Так, резинки не рвуться, таблетки працюють на 100%, спіральки завжди спрацьовують. Взагалі треба трахатись після 30 коли вже купив калясочку і дім",1
383,190.0,1498271,2023-08-07,891415911,Novynach - Novynach.csv,Telegram,новояз дивує,1
384,193.0,1492837,2023-08-03,438975742,Novynach - Novynach.csv,Telegram,Не державну мову),1
385,194.0,1492109,2023-08-03,441583907,Novynach - Novynach.csv,Telegram,"Міністру потрібно було летіти, а працівники ДСНС, яка підпорядкована його міністерству, мали сказати «нє ніфіга, туман розсіється, тоді полетиш»",1
386,208.0,1474970,2023-07-25,468733977,Novynach - Novynach.csv,Telegram,"""дорослий"" не знайшов нічого краще, окрім як посратися в коментах тг-каналу з ""дитиною"" 💪🏻💪🏻
Далеко зайшов, молодець. Бачу, що ти у нас мудрим виріс 😁",1
387,209.0,1473774,2023-07-25,426633795,Novynach - Novynach.csv,Telegram,Звісно ні. Конституція то не для всіх),1
388,214.0,1469514,2023-07-23,455204430,Novynach - Novynach.csv,Telegram,А на скільки обстрілів залишилось ракет в рф інформацію вже не повідомляєте?,1
389,225.0,1599545,2023-09-22,100331776,Novynach - Novynach.csv,Telegram,"Ото б було, якби ціла прилетила... )))",1
390,6.0,1020158,2024-01-03,560301710,OC - OC.csv,Telegram,Право на життя забрали в підлоги країни 🤬🤬🤬,1
391,10.0,1011508,2023-12-26,156037179,OC - OC.csv,Telegram,сучасні чоловіки теж не захищають державу а пивас дують під падіком,1
392,13.0,999710,2023-12-13,1080720924,OC - OC.csv,Telegram,СТОП ШТО ЄВРОСОВОК СТАВИТЬ НА ЛІБЕРТАХ ?,1
393,20.0,994450,2023-12-08,409784082,OC - OC.csv,Telegram,"Країна не дала мені приватний будинок, машину і щастя в особистому житті, чому я маю її захищати

Ну да, прийдуть рускіє, і відіжмуть хату, мене відправлять в якийсь концтабір, чи на війну проти ще когось. Але чому я маю щось робити для країни? ТМ",1
394,21.0,994448,2023-12-08,758392199,OC - OC.csv,Telegram,"""Арррря, економічний фронт мобілізують, порушення прав, їбалась мені ця країна""",1
395,23.0,989501,2023-12-04,620611632,OC - OC.csv,Telegram,"Ви вихаїли? Якщо так, то чого переживаєте? Якщо ні, то збирайте гроші і вихджайте, якщо немає продавайте майно, все одно повертатися нікуди буде.",1
396,27.0,984383,2023-11-29,2092133200,OC - OC.csv,Telegram,"Ми винні, та за свої гріхи ще й як зараз відповідаємо. А підари навколо  які небезгрішні - як ???",1
397,39.0,969272,2023-11-18,229114828,OC - OC.csv,Telegram,"А шо, вони мали оголосити війну Китаю? (с)",1
398,60.0,943656,2023-11-02,634841683,OC - OC.csv,Telegram,Не пройшло і року. Ой..,1
399,68.0,931890,2023-10-27,403225932,OC - OC.csv,Telegram,А у нас опустили до 16. Побєда?),1
400,72.0,928559,2023-10-25,364637881,OC - OC.csv,Telegram,"Тоді як в Росії все не погано, війна на їхній території не йде, бо США гарант безпеки їхній. Нафта дорожчає, санкції потрохи обходять. Типу неприємно але не критично",1
401,79.0,924143,2023-10-22,707116939,OC - OC.csv,Telegram,"ага, якщо розстріляти усіх корупціонерів, то нові ніколи не з'являться і ми почнемо жити у світі без корупції",1
402,80.0,923847,2023-10-22,177709004,OC - OC.csv,Telegram,"Зі зв'язками було б дешевше, може він за це казав",1
403,86.0,915568,2023-10-16,368470971,OC - OC.csv,Telegram,"В плані, можна бути правим і без популізму? А як же зернова загроза італійським фермерам?",1
404,94.0,903347,2023-10-09,236676473,OC - OC.csv,Telegram,"а тренер красава. Підняв 500к, а штраф від 51000 до 68000 гривень",1
405,95.0,901798,2023-10-08,938698559,OC - OC.csv,Telegram,"Мене прямо мучають смутниє сомнєнія, що історія повторюється. Такі собі Антанта і Троїстий союз.",1
406,100.0,891270,2023-10-02,128880687,OC - OC.csv,Telegram,"А Русь - то такий термін, де головний цар сидить, спочатку була Новгородська, потім Київська, а потім Московська. А скандинавська кров, звичайно, є, але вони швидко всі стали слов'янами, он же слов'янське ім'я Олег, все по документах.",1
407,102.0,888818,2023-09-30,475255470,OC - OC.csv,Telegram,Тоді про яку окупацію ви говорите? Російська імперія та ссср - це наші держави.,1
408,107.0,886093,2023-09-28,893388575,OC - OC.csv,Telegram,Взагалі не проблема 😁 чистий тобі казус белі😁. Хай Польща оголосить нам війну в окупує Україну до Довжаньського😁 ну і само собою 5 стаття НАТО.  А потім ми підпишєм капітуляцію зі США 😁  і вони вгатять в Україну ну хоч половину грошей які просрали в Афганістані!,1
409,108.0,885736,2023-09-28,177709004,OC - OC.csv,Telegram,Пізда як полякам в 39,1
410,109.0,885139,2023-09-28,590472237,OC - OC.csv,Telegram,Зе презідєнт міра!!!,1
411,112.0,877127,2023-09-22,535976045,OC - OC.csv,Telegram,"я готовий поділитися з такими кретинами .338 Lapua Magnum патроном, от прям не шкода такому і кількох...йобані комуняки",1
412,114.0,876068,2023-09-21,128880687,OC - OC.csv,Telegram,Тому що треба менше читати всяку міфологію і думати що вони тут всіх вирізали,1
413,116.0,874335,2023-09-21,484204106,OC - OC.csv,Telegram,"ні, тупа українська влада та ідіоти, знаючи, що вони неправі, подали позов до СОТ🥰",1
414,119.0,870798,2023-09-20,229493916,OC - OC.csv,Telegram,Так то наші робітники. Просто в Польщі виробляють.,1
415,121.0,868502,2023-09-19,716927356,OC - OC.csv,Telegram,"Можна піти альтернативним шляхом, запускати на телефоні гівномульт, дав телефон і пішов 🙃",1
416,127.0,865259,2023-09-18,475255470,OC - OC.csv,Telegram,Так ви за німецького агента Туска?),1
417,129.0,862787,2023-09-16,312707031,OC - OC.csv,Telegram,"І у нас в кожному райцентрі по Софіївці, яку просто не ремонтують, так виходить?",1
418,134.0,849116,2023-09-05,396694882,OC - OC.csv,Telegram,Але ж це так не по-капіталістичному… 🙃,1
419,137.0,846521,2023-09-03,5121434259,OC - OC.csv,Telegram,"Притула нещодавно заявляв, що немає ніякого абонементу на продовження, бо супутник, то його власність взагалі",1
420,148.0,825431,2023-08-15,455826652,OC - OC.csv,Telegram,"Диви шо придумав, критикувати комуняк зеленяк. В Гулаг його панове.",1
421,152.0,819344,2023-08-08,577948813,OC - OC.csv,Telegram,"Можливо, Трамп би діяв зовсім інакше, за 4 роки мав здобутки у вирішенні конфлікту. А зара як прийде, то порядок наведе. Каже закінчу війну дуже швидко.",1
422,165.0,794256,2023-07-21,353497758,OC - OC.csv,Telegram,Люблю українчиків котрі ниють що їм щось держава винувата. Особливо тих хто це з Польщі пиздить.,1
423,166.0,794252,2023-07-21,508688021,OC - OC.csv,Telegram,"Їбалась мені тоді ця країна, лол.",1
424,171.0,790755,2023-07-18,126642968,OC - OC.csv,Telegram,А як же інвестиційні няні ?,1
425,194.0,742966,2023-06-19,537357947,OC - OC.csv,Telegram,"угу, а греки в македонців вкрали назву для свого регіону",1
426,197.0,742675,2023-06-19,397987434,OC - OC.csv,Telegram,"Ще у древньому Римі казали що народ бажає ""хліба і видовищ"" тому так розваги це товари першої необхідності!",1
427,205.0,731592,2023-06-10,1909050383,OC - OC.csv,Telegram,"Населення виросло один хуй
Геній
Атєц
Батя",1
428,213.0,714914,2023-05-30,366366227,OC - OC.csv,Telegram,"Дивна поведінка. А може він проти режиму Алі Хаменеї і взагалі за ""прєкрасний іран будущева""?",1
429,221.0,708333,2023-05-26,913923836,OC - OC.csv,Telegram,"Враховуючи, які рішення на кожних виборах робив цей наймудріший в світі український нарІд ™ протягом останніх 30 років поспіль - вже добре, що не називають цей нарІд матюками.",1
430,227.0,700299,2023-05-19,769329734,OC - OC.csv,Telegram,Емський указ навпаки?),1
431,229.0,699996,2023-05-18,344658156,OC - OC.csv,Telegram,І за що так хейтять комунізм? Він ж дає такі чудові перспективи,1
432,245.0,691018,2023-05-12,547921619,OC - OC.csv,Telegram,"якщо ти дівчина вкладись у камеру та макіяж, будеш вебкам моделлю, легко та швидко заробляти. оті вузи та навчання то для задротів :-)",1
433,250.0,686314,2023-05-06,1080759292,OC - OC.csv,Telegram,А в Ужгороді хоч є ППО?,1
434,291.0,595928,2023-02-28,5845851934,OC - OC.csv,Telegram,От плюс. Я б до кінця війни і ще +5 років - відмінив відпустки. Бо як тільки приходить літо - починається повна срака - всі хочуть одночасно.,1
435,309.0,585260,2023-02-21,531026571,OC - OC.csv,Telegram,"ясно, міг зразу написати що в тебе 5 стадія раку мозку",1
436,313.0,573428,2023-02-14,647300512,OC - OC.csv,Telegram,а притула краде гроші,1
437,322.0,561827,2023-02-06,1281716219,OC - OC.csv,Telegram,ето всьо брехня,1
438,323.0,560578,2023-02-06,273452920,OC - OC.csv,Telegram,"Білоруси ж тоді обіцяли, що з їх території нападу не буде. Вони не спиздять, на відміну від американської розвідки",1
439,333.0,538330,2023-01-22,651417748,OC - OC.csv,Telegram,"Отак жінка знищила чоловіку кар'єру
Отакої!",1
440,337.0,533527,2023-01-19,442033037,OC - OC.csv,Telegram,"Ох уж ці ненависні трампісти-ворогиУкраїни! Наїхали на дідуся Байду, негідники!",1
441,338.0,532725,2023-01-18,932658274,OC - OC.csv,Telegram,"Ні звісно, це програма президента Зеленського ""майські шашлички Велике войовництво"".",1
442,343.0,526339,2023-01-14,177709004,OC - OC.csv,Telegram,Я щось пройобав момент коли арестович став кимось з пресс-секретаріату,1
443,350.0,510908,2023-01-04,685462728,OC - OC.csv,Telegram,"ЄС і Голос погані,але чомусь вони голосують за нормальні закони а Слуги ні.А ми і далі""Вова ї**ш їх....""",1
444,359.0,499104,2022-12-26,744862285,OC - OC.csv,Telegram,навiщо марiонетцi США взагалi посольства,1
445,361.0,497915,2022-12-26,405154432,OC - OC.csv,Telegram,"Ну так президент не довіряє главі МЗС ,та і справ в нього немає більше ніяких",1
446,375.0,477380,2022-12-12,254375175,OC - OC.csv,Telegram,він був за вільну і незалежну Україну,1
447,400.0,435285,2022-11-17,339446521,OC - OC.csv,Telegram,"А може Володимир Олександрович просто не знає? Ну, він реально зайнята людина",1
448,423.0,413117,2022-11-07,1080122829,OC - OC.csv,Telegram,"Зато які ракети були, які ракети! Досі прилітають!",1
449,426.0,408558,2022-11-03,815940526,OC - OC.csv,Telegram,"Безумовно Гетьманцев уособлює цих деганів. Але він особисто назбирав на своїй особистій персоні дуже багато негативу. І впливає на втрату довіри до будь-яких економічних рішень, просто фактом своєї дотичності до них. Плюс, він же голова комісії по відбудові здається, що так само відчутно впливає на довіру до цього процесу.  Він як прапор всього всратого що може статися в економіці. У нас не узурпована влада, Кабмін і не за таке зносила.",1
450,427.0,408982,2022-11-04,177709004,OC - OC.csv,Telegram,"Бо тоді він був президентом, тому саме пряме, ага.",1
451,428.0,407634,2022-11-03,320853423,OC - OC.csv,Telegram,"Ідеальна бізнесмодель: брати гроші за право модерації, продавати не галочку а право накласти довічний бан на певну особу, дуже дорого. Або тимчасовий бан, такса в залежності від строку. І плата за розбан. Плата за страхування від бану. Твітер озолотиться",1
452,430.0,403371,2022-10-30,1025883823,OC - OC.csv,Telegram,"Якщо оголосимо Угорщину районом Закарпатської області, може нас тоді впустять?",1
453,431.0,402453,2022-10-30,564028413,OC - OC.csv,Telegram,"Просто хай дусають, що авіації немає. І взагалі це не наші літаки, це або голограма, або спецефекти, або САМАЛЬОТИ НАТА",1
454,432.0,400344,2022-10-29,96257358,OC - OC.csv,Telegram,"Нєєє
Ми будемо пенсії підіймати і душити бізнес",1
455,454.0,373193,2022-10-13,1297140813,OC - OC.csv,Telegram,ХОЧУ ЩЕ КАРТОПЛІ,1
456,471.0,342555,2022-09-28,540423884,OC - OC.csv,Telegram,"США 
Замало дають)",1
457,476.0,333184,2022-09-23,389072857,OC - OC.csv,Telegram,"Ща ленд ліз заработає, бро! Абіщаю! Через тиждень - Абрамс в кожну сім'ю!",1
