,is_sarcastic,text,source
1148,1,"@CaIedonia_sI Стів не з ребра Адама, бо це росізм!
Чьорний він тому, що він - версія 2.0 людини. Себто покращена.
Бог нічим не карав Стіва, бо Стів свій чувак і не робе фігні.
Каін і Авель - то сєксізм. Катя і Альона!
",Twitter
1149,1,ура малюнок флопнувся,Twitter
1150,1,"@MailOnline @VolodymyrAriev  тут кейс цікавий про пропаганду в UK, від самих чесних і безпринципних ",Twitter
1151,1,"@_Smeritchka говорить при цьому з ним необов""язково, но якість калу це запорука здоров""я ",Twitter
1152,1,"Як же ж не любити Пасху:
 під вікнами якийсь ""хор"" напився і співає ""єхай на хуй"" Шнура. Таке душевне, сімейне свято. Святе.",Twitter
1153,1,"Яка краса😍
Чому ж це його ще не обізвали українською Норвегією? ",Twitter
1154,1,"Це виростить покоління зовсім інших людей. Скоріш за все мерзенних хробаків. Але хороша новина: ними можна керувати, як хочеш. ",Twitter
1155,1,"@JeSuisUkraine @roootik Були б тести платні, як у нас, по ціні майже 15л хорошого бензину, то не було б такої статистики))) і черги))) ",Twitter
1156,1,"Я тіки проснулись а м*ланія вже шось висрала, яка продуктивна ",Twitter
1157,1,Я пропоную забирати громадянство в усіх хто мені не подобаєця в твіттері і виганяти з країни нахуй бо нахуй нам ті дебіли нужні. А ще пропоную зобов'язувати кожну жінку народити мінімум 5 козачків до 25 бо в нас демографічна криза,Twitter
1158,1,"Да, тобто серед моєї аудиторії нема багатих людей які тіки і чекають момента коли можна купіть у Коу картінки, як неочікувано ",Twitter
1159,1,П давайте ми цілих два дня не будемо вмикати світло взагалі зато потім не буде такої фігні класна ідея став лайк,Twitter
1160,1,Я вдома. Чудесні в мене друзі і сім'я. Всі мене прекрасно розуміють.,Twitter
1161,1,Їду з ночовкою в ліс)}))Чуствую буде мені дуже весело!,Twitter
1162,1,"@Tylerruto О ні, спілкуватись українською в Україні? ШООООк 
*",Twitter
1163,1,@immorta83072852 @madstrekoza @cr2307_nik Дивина та й годі.,Twitter
1164,1,Шикарний кінець цього літа,Twitter
1165,1,"Завтра контрольні з алгебли та фізики і, звичайно, я напишу їх добре. ",Twitter
1166,1,@Vinainochka вона ще й ''не мєстная''.,Twitter
1167,1,@Lviv_UA_SU ''Садовий це стабільність''.,Twitter
1168,1,"@prm_ua зелені клістрони віддали , і ППО спрацювали на 100% . ",Twitter
1169,1,"5:40, надобраніч.чи може вже наутровіч.
Надзвичайно веселі канікули, а головне-відпочила",Twitter
1170,1,"@funky_ua А раша то не інша держава, то ж братушки наші... ",Twitter
1171,1,@SprechenFuehrer @i_turenko Це заслані на розвідку каракаєм казачкі)))),Twitter
1172,1,"@renularity А пентагон порахували ракети? Щось давно не було 
Мені аж легше жити з цим стає 

",Twitter
1173,1,"@chendaerynka Ну помилився чоловік
Ну з ким не буває 
Закидаємо квітами, пробачемо діда і будемо жити далі 
Українців будуть вбивати як і вбивали а Європа заживе і буде ""дуже співчувати"" ☺️

",Twitter
1174,1,Прекрасний вечір вдома,Twitter
1175,1,"@sophie_kremen Нііі ви що до 22 роки батьки мають базу забезпечувати!! А якщо дитина захотіла сама спробувати працювати, то це не від доброго життя!! (Які норм діти взагалі хочуть працювати? Вони хочуть гратися!!!)",Twitter
1176,1,"І тут мені прийшло повідомлення ""Умница дочка так держать ! Большое спасибо !"" ",Twitter
1177,1,"Вже починаю ""любити"" свою професію ",Twitter
1178,1,Гарно вам там відірватися...!,Twitter
1179,1,"Ммм...бажання значить! Ну-ну, удачі, чо! ",Twitter
1180,1,"Приємно розуміти, що їм і без мене чудово! ",Twitter
1181,1,"@Poljaris дякую, що пожалів! Тільки цього і чекала. Аж легше стало! ",Twitter
1182,1,"@rosea_lepus @syhiv25 Бо на вході, на Личаківське тре за квиточок заплатити, а до пам'ятника ніт. Шах і мат😜",Twitter
1183,1,"@syhiv25 Не зрозуміло, для чого приходити з собакою🤔.Для охорони чіпа чи що?!!!",Twitter
1184,1,"@polamav @Tue_SV Та не може такого бути, як несподівано!!!",Twitter
1185,1,@Garry51302808 @Euro_Solidarity За що він так Порошенка не любить?😱,Twitter
1186,1,@GAE444KA_999 @natikanka7 Хіба не Порошенко?!🙄,Twitter
1187,1,"@5AllanLeVito Який там ""рейтинг"" дають Рабіновичу соціологи? Ото буде президент, за якого несоромно ",Twitter
1188,1,"А що як Арестович це проект злагодження народу, бо заїбали останній місяць шукати всюди зрадоньку і сратися одні з одним?",Twitter
1189,1,"Певно, вся Україна знає про останній потужний скандал, який відбувся у Нацакадемії образотворчого мистецтва і архітектури Києва, сколихнув засади нашої демократичної держави, про який я дотепер відмовчувалася, коли всі політики та публічні інтелектуали уже висловились ",Twitter
1190,1,я так люблю жити в родині побутових інвалідів 🥰,Twitter
1191,1,"@Ukrainesiegt @dw_ukrainian DW УКРАЇНСЬКА РЕДАКЦІЯ, робить вигляд, що вони незаймані дівчинки, а не проросійські хвойди) Роблять вигляд, що не розуміють про що взагалі йде мова. І що таке самоцензура, вони теж зовсім не знають. Порядність - ваше друге ім'я ",Twitter
1192,1,"Виявляється це не тільки у Франції нормально в швидку і пожежників чимось жбурляти. ""Європейська культура протесту"". Ми мабуть ще не доросли ",Twitter
1193,1,"Коли я це побачив, то подумалось, що фалькона насправді тре нагородити. Він працював на дезінформацію русні весь цей час. Мовляв у нас тут всюди жопа. І ти повірили.
",Twitter
1194,1,@kaktota83571856 @HopeManfred це Ви про Росію пишете?..,Twitter
1195,1,"@vsebydey @depresedhipster @nocontextypaya Піздець як проукраїнські, справжня патріотка.",Twitter
1196,1,"Щоб здолати корупцію потрібно, щоб корупціонери вдавились грошима:)",Twitter
1197,1,"@trayanmuse Мова - це зараз найголовніше. Так переможемо, якщо почнемо переселенців за мовною ознакою ділити!",Twitter
1198,1,"Хочеться сидіти на локдауні десь в Канаді з їхніми виплатами та допомогою і звідти повчати українців любити батьківщину!

",Twitter
1199,1,"@poignantdarusia Ага, особливо в Маріуполі давайте забороним.",Twitter
1200,1,"Це так чудово, коли перед іспитом з фінансового виносять зміни до бюджетного кодексу 
",Twitter
1201,1,"@EuropeanPravda Дуже дивно! #корупція подолали, #економіка зростає, рівень життя населення #покращення, а народжуваність знижується. ",Twitter
1202,1,@SmetanatBorschu @OPiddubna @_Petko_777 В 2019 неодноразово виїзжав в Росію . Громадянин Ізраїлю. Шо ви йому зробите...,Twitter
1203,1,"На ""відмінно працюють"" МЗС, МО і Зеленьський.
Отримати допомогу лампочками, під час війни, це канешно досягнення. Чи може там теж вирішили працювати в стилі Зеленскі, казати одне, робити інше.",Twitter
1204,1,"Дивно що обійшовся без набігів на церкви і не спалив кілька монастирів ©
",Twitter
1205,1,"@cheka_tsybukh Ага, підкупили циган, вони спиздили ядерку у русні і ми підцепили її на мавік і скинули ",Twitter
1206,1,"@hu_lviv От Байден, от зрадник! Аж сльози біжуть!
",Twitter
1207,1,"@dorybvb13 @arzhanov_2021 @shake_reality А людина тут морально вбита. Що ти, українка, яка прикидається майже щоночі від сирен/віддає частину доходу на армію/втрачає друзів і ще багато чого, можеш зрозуміти про важкість становища росіян?

",Twitter
1208,1,Як же заїбато я днюху проведу ммм дякую Путлеру,Twitter
1209,1,Ой як заїбато у мене TFBW глюче,Twitter
1210,1,Пішла спати на коврику в залі дякую Пупкіну,Twitter
1211,1,Я дуже рада повітряній тривозі під час мого заняття 🤪,Twitter
1212,1,Будемо збирати Сані  на айфон:) / Треба якось поєдувати приємне з корисним :D /,Twitter
1213,1,відчуття власної потрібності зашкалило до небес,Twitter
1214,1,"@Czardas Хто тут згадав стандартизацію?!  Все має бути від вічизняного виробника, тільки він здатиний все зробити секюрно та так як треба. І не треба тут конкуренції та стандартизації 
",Twitter
1215,1,"у мене чудовий дипломний керівник.коли я не хочу її бачити, але таки спішу в універ, то вона завжди встигає втекти, поки я прийду",Twitter
1216,1,"@ThomasWeird А, то «травля» за налоги була))) Цікаво-цікаво ",Twitter
1217,1,@_BellisColdwine Виглядає як реальність 😭🤣,Twitter
1218,1,Я не зрозумів. Це до України з таким запіздненням фрініплес досталося. Чи це нове інстаграм покоління подорослішало та відкрило для себе твітер. Я пом‘ятаю такий самий рух 10 років тому.,Twitter
1219,1,"@samko_roman @JSCbE0ZkJJcahpU @sly4x @tatyana17112009 Гвалт! Неподобство! Зра-а-а-а-да-а-а!
У зіркового патріота вимагають документи а не автограф!
Зайнятись цій поліції нічим, от і бісяться!
",Twitter
1220,1,@jlntss72 А пЕдро сивоголовий помилок не робил!!!,Twitter
1221,1,"@Thi1teenth Ой, яка радість!!!",Twitter
1222,1,"@somelavandish @itakotsei Українці, ви не нормальні, ну й що вони прийшли на вашу землю вбивати вас? Це чудові люди, досить воювати з росіянами ",Twitter
1223,1,"У мене, до речі, ще й за цей рік з'явилася дуже бісюча проблема. Якщо раніше, наприклад, спокійно могла заразом подивитися всі частини Володаря перснів у режисерський версії, то зараз іноді ледь витримую серію чогось хвилин на 20. Цікаво, що ж за причина така?.. ",Twitter
1224,1,"@UkraineResistan @yimrii 1) Нейротипові як завжди ейблісти і за нас вирішують чи нам соромитись самих себе, чи ні, тому вигадують дурні назви, бо мати синдром Дауна чи аутизм це ж позор",Twitter
1225,1,"лайкати в твіттері - найкращий спосіб помиритися. можна кілька тижнів робити вигляд, що тебе не існує і навіть не поцікавитись, чи ти жива і на що ти живеш, а потім просто лайкнути в твіттері, і все розсіється ",Twitter
1226,1,@Menestrell_San бо ти шо здать один кончений нмт який міняють щоп'ять хвилин то ж не такі страдашки як проходили тьоті й дяді які здавали зно,Twitter
1227,1,"Мені тааааак подобається, коли мої батьки називають мою неприязнь до родзинок ""комплексами"". Так, у мене комплекси стосовно родзинок 😊. ",Twitter
1228,1,@UPZhyttya @ukrpravda_news @diyatyorg Може тві шторм влаштуємо? Пан Президент твітер почитував наче))),Twitter
1229,1,@apostrophe_ua @ElTankisto П - патріот.,Twitter
1230,1,"@MGongadze Так, в політиці це, звісно, найважливіша річ.. ",Twitter
1231,1,"Сарказм ефективніший, якщо не будеш посміхатися та реготати як пустотлива школярка. ",Twitter
1232,1,"@Rodney_Hamsters смішний, свій чоловік. не те шо той жид вальцман :D @anoriu",Twitter
1233,1,Слухаю Біллі Айліш і чекаю нового вибуху. О це чудовий день.,Twitter
1234,1,"До того моменту вже шарив що таке мобілки, смарти, КПК та орієнтувався в них краще батьків. Манія на телепхони, ну що може бути краще ",Twitter
1235,1,"@Viktor23404370 Можливо на питання після візиту до Зелі, що йому розказав директор ЦРУ, він відповів: ""Літаки летять ..."" 
Можливо він не зрозумів, про що йдеться. ",Twitter
1236,1,Цей день не міг початись краще.,Twitter
1237,1,"10 см - то не шарф.... Виробникам багатокольорових ниток  - пламєнний прівєт. Піду спать...
Продуктивнийдень ",Twitter
1238,1,@keikeijsw жіночність це коли робот без обличчя з цицьками та дупою,Twitter
1239,1,"Зєля, заїбав, розкрути назад гайки ",Twitter
1240,1,"""Росії на Донбасі нема, якщо що"",",Twitter
1241,1,@OldFellla а при чорті такого не було,Twitter
1242,1,"Не вірю. Зеленський сказав що його перемогою в Парижі є домовленість про обмін всіх на всіх. Він не міг так збрехати.
",Twitter
1243,1,"Якщо подивитися правді в вічі, то на Милованова дійсно було боляче дивитися. Його заробітної плати не вистачало ні на що. Взагалі. 
",Twitter
1244,1,"Ще ніхто не казав, що інформацією про Патрушева і Зеленського перебивають зашквари Арахамії та Смаглюк?
Мене завжди дивувало, чому вони свої зашквари перебивають своїми ж ще більшими зашкварами.
",Twitter
1245,1,"Хочу всіх заспокоїти щодо рейсу з Мілану. Щойно у Праві на владу головний санітарний лікар Ляшко сказав, що завтра цю ситуацію розберуть і винних покарають. Все під контролем.
Далі кожен сам за себе)
",Twitter
1246,1,"Після того, як проведе Олімпіаду та з нуля побудує місто-курорт. Я вже бачу, як при Зе розквітне Україна.
",Twitter
1247,1,Відомий український журналіст нєвзоров планує взяти інтерв'ю у непримиримого борця з режимом хйла - овсяннікової.,Twitter
1248,1,"@MrMityai @deenech_su @DubynaV @Nik_attica Згоден! Мені китаєць якось дармовис (тобто брелок) до посилки з аліка поклав як подарунок. Вважаю, що вони порядні та чесні люди. А геноцид Уйгурів то вкид, той народ просто дуже працьовитий і непримхливий, а жити в таборі то їх вибір  ",Twitter
1249,1,"@sergeykovalenko дуже дорога, бо плантації охороняють колумбійські наркобарони. ",Twitter
1250,1,апіздахуїтільне настроєніє!!!Просто ахуєть як всьо харашо!!!,Twitter
1251,1,Музика в центрі міста просто проголомшлива,Twitter
1252,1,"""Дівчина яка завжди всюди встигає""
да,да то про мене",Twitter
1253,1,"З Петренком так весело сидіти 
",Twitter
1254,1,да прям згадую як мене намагалися абортувати і відтак реальна загроза реальної повномасштабної війни видається примітивним безболісним пшиком   https://t.co/YKVkDeQOuA,Twitter
1255,1,"Найпрекрасніше — це жити, знаючи, що ти не впливаєш значною мірою на жодне з життів, а твої вчинки анітрохи нікого не ощасливили.",Twitter
1256,1,"Запам'ятайте: є нормальні англомовні люди, а є нейтиви!!!
",Twitter
1257,1,@slythendork ви не розумієте! українці расисти! у них надто привілейована війна!,Twitter
1258,1,"дивіться, ось кому зараз важко по-справжньому! ",Twitter
1259,1,якщо працювати і отримувати гроші це нацизм то мою сім'ю освободілі красно-ґречно-уклінно дякую,Twitter
1260,1,ага да мільярд разів запізнилася,Twitter
1261,1,життя в жопі києва прекрасне,Twitter
1262,1,@dorybvb13 нащо покращувати прихисток коли можна збільшити кількість жертв,Twitter
1263,1,@anahalansia значно більшої ніж сам райнер браун,Twitter
1264,1,imagine в кожному хто відстоює права менш захищеної верстви населення бачити рафінованого анархокомуніста та загрозу для державного суверенітету. це ж зовсім не те саме що в кожному починаючи від правоцентриста бачити,Twitter
1265,1,насправді пісня я полюбляю секс кохатися з тобою була присвячена російській естраді,Twitter
1266,1,@Dionnnysij @PogorelyjD @vodyanyshchur ні ви не розумієте має бути грогра від gameplay,Twitter
1267,1,"Маріуполь, жді мєня  ",Twitter
1268,1,"@SilenceKills4 Та скільки тої дороги до Львова!)

",Twitter
1269,1,"Вирішила, що якось мені живеться дуже легко, тож перенесла свій щорічний місяць без солодощів на лютий! ",Twitter
1270,1,"Як добре, що я не працюю в дитсадку і маю право постити себе в купальнику 
",Twitter
1271,1,"@EmJohny ну шо ви хотіли, водій нетутешній, поїхав по навігатору, в нього лапки, вимбачте будь ласка

",Twitter
1272,1,"@dorybvb13 але ж всі знають, що чим дорожче - тим краще...

",Twitter
1273,1,"Хтось бачив мобільний додаток сайту міськради?
Ні?
А його вже, виявляється, впроваджено",Twitter
1274,1,"Прекрасні небайдужі криворіжці приходять в пости про «Доїхати живим» — мітинг перед міськвиконкомом і старанно виписують дуже логічні аргументи, чому воно не треба.

",Twitter
1275,1,"Там, кажуть, толкова, адекватна і незашкварена людина Sergey Verlanov податкову очолила.
От бачите, тільки Зеленський переміг, і відразу життя налагоджується.

",Twitter
1276,1,"А ви казали «нарік, нарік». Он, людина ордена від самого Філарета заслужила!",Twitter
1277,1,"@Schmetterlinka @WASSERMAN_MOLE Тим паче, що Донік вже колись відповідав на подібне питання. Цим займається ГШ, саме він розподіля що кому давати з ""дефіцитних"" поставок. А поставки really дефіцитні -16 гаубиць 105мм, це ж можно вже москву брать ",Twitter
1278,1,@dohuyaUmnyi Вони його всього 3 місяця назад обіцяли. Не спішіть...,Twitter
1279,1,"@epravda Прям сижу і бачу, як працює авдіїський коксохім. ",Twitter
1280,1,@idanilova1 @IQOSZe @GoshaGo06574197 Ніт. Лише одні патріоти.,Twitter
1281,1,"як все-таки страшно жити, ой людоньки, що робиться, рятуйте, коли вже нам з Криму електрику включать ",Twitter
1282,1,@les_suerte @hu_lviv чого тільки поліцію? зразу всю злочинну владу гамузом,Twitter
1283,1,"@xxxpitx @KarpenkoBatjar ну тут блять співпало просто, це ж очевидно
",Twitter
1284,1,"@banderaded @History_Ukraine @UKROPdwb але це ж не геноцид був, і навіть не етнічні чистки ",Twitter
1285,1,"цікаво, а той бородатий з Ісландської команди сисадмін чи програміст за основним фахом? ",Twitter
1286,1,"@artem8537 ну хоча б 30% музики буде українською
",Twitter
1287,1,"@mikroporn на Полтавщині інша кліматична зона
",Twitter
1288,1,які люди зафрендили мене на фб. не можу очам своїм повірити.,Twitter
1289,1,Я так зрозумів що кацапи вирішили дійти до Одеси з іншої сторони.,Twitter
1290,1,@UkropaDaGayropa наступного разу мені висилай. теж чеків не буде. принаймні чесно попереджаю! ;),Twitter
1291,1,"@DMcArrow @Gary_Lampa спочатку принизив росіян віршами Лєрмонтова, а потім привітав українців віршами Сашка Гарматного ;) ",Twitter
1292,1,"@demaljans виходячи з заголовка, складається враження, що він пропонує вбивати по журналісту для легітимізації виборів...
",Twitter
1293,1,@SevcityLackyman @angelys667 саме так все і було! ;),Twitter
1294,1,"@navalny Підлога країни з тобою згодна!
",Twitter
1295,1,@UaDrohobych @tpetryuk проте морозиво було смачним!,Twitter
1296,1,"@wesai1 @vovka_i цікаві люди... бачать того, чого не має, приписують мені свої страхи і сподівання, а потім дивуються... звісно, мені потрібен був Бойко при владі! ото справжній лідер(чи П?) для України. Он як до ху@ла з'їздив! ",Twitter
1297,1,"Мірниє апалчєнци на вулицях Луганська. 2014 рік. На той момент вони іще не встигли зібрати у шахтах танки та купити у найближчому воєнторзі Градів, тому роз'їжджали в кузовах вантажівок із зенітками ",Twitter
1298,1,"@DetectionUA @tpetryuk @myrotvorets_ ну все, закривайтесь. Твіттер-спільнота так вирішила ",Twitter
1299,1,"Ну що, вітаю! ",Twitter
1300,1,"@Natali29197615 Тю! Я шо кажу, кого тре любити? От люблю таке цікаве спілкування, коли мені приписують те, чого не казав ",Twitter
1301,1,"@ChetVic сам ти ніщєброд! Мені африканський принц залишив спадок! зараз сплачу податок на 3к баксів і ад*ю 😋😋😋
",Twitter
1302,1,"@angelys667 Чому це зробив не я? 😂
",Twitter
1303,1,"Европейська правда опублікувала дуже важливий матеріал, мовляв, Німеччина закликає Єврокомісію купити російську вакцину для країн ЄС. УП дає посилання на якийсь іншомовний сайт. А там...а там автор посилається на якогось анонімного посадовця... У мене все!",Twitter
1304,1,"@ukrgorlovka Так, називається ""родич медика"" ",Twitter
1305,1,Вся расєя болєла за Україну © Шановні московіти!,Twitter
1306,1,"Ой лишеньк, Газпрому доведеться продати Північний потік-2. Це іще не остаточно. але: згідно з газовою директивою ЄС постачати та транспортувати паливо мають різні компанії! Піду куплю ПП-2 за 1 гривню!",Twitter
1307,1,"Тут цейво тойво!
Зламали один відомий магазин і наче виставили на продаж подарунковий набір книжок нацистського спрямування.
Але хакери не доробили! Всі ж знають, що ціна зі знижкою має бути 1488грн 😆 ",Twitter
1308,1,"В рамках санкції проти росії, Зеленський пообіцяв не продавати їм останню серію Сватів. Такої звірячої жорстокості Москва не переживе
",Twitter
1309,1,"@kommersant Яка сумна новина
",Twitter
1310,1,"Правдива промова ху@ла 😆🤭
https://t.co/ESI56VR7ih
",Twitter
1311,1,"Росіяни, якщо вірити їхній пропаганді, прийшли до Маріуполя, щоб захистити російськомовне населення. Зрештою, ""захистили"" місто від нормального життя. ",Twitter
1312,1,"@UaArtem @shaxtardn Звісно. Он же ж і військові. Значить база і була!
",Twitter
1313,1,"@19_Loki_77 @tetiana_kram Це ж не Порошенко, можна і забути
",Twitter
1314,1,@DanVereitin Ти ж журналіст! 😆 Для тебе не існує не публічних історій,Twitter
1315,1,"рашисти зламали деякі українські радіостанції, і запустила фейк, що «Зеленський у реанімації»

Українці зраділи і почали їб@шити гусню іще жвавіше!

А коли взнали, що про Зе то фейк, то з горя вирішили вимістити всю злість на гусні

",Twitter
1316,1,"Скажу відверто, я трохи здивований, що росія погодилась забрати мєдвєдчука. Та ще й в обмін на наших військовополонених. Я думав, що за кума ху@ла ще доведеться доплатити, щоб це лайно вивезли з України
",Twitter
1317,1,"Так-с, нам треба більше Стінгерів. Й облаштувати бойові пости на висотках по периметру місь!
----------------
ПС: якщо ви такі розумні, то чого строєм не ходите? ",Twitter
1318,1,"@i_army_org И це дружини бойовиків банди путіна, а не дружини військових армії росії...невже це не зрозуміло?
",Twitter
1319,1,@UkrEmbLondon @eurokharkiv @openstreetmap Самі виправити не взмозі? Чи бюджету не виділено?,Twitter
1320,1,У всьому винна Америка...http://t.co/J5PC5KoLHX,Twitter
1321,1,Я буду на концерті з приводу 19-річчя моєї академії. Моїй радості немає меж.,Twitter
1322,1,"Дякую друзям за те, що вони завжди поряд.",Twitter
1323,1,Львів зустрічає дощем. Як неочікувано.,Twitter
1324,1,"@Sandy_mustache Навіть не можу передати, як нам жаль... ",Twitter
1325,1,"Моя любима хімія😒
",Twitter
1326,1,"Гогілашвілі моли бога, що тебе не арештували та не провели дізнання по твоїм ворожим діям до України. Вах, вах- джігітом став. що в переклоді значить. - Ой - ой - йой джігітом став. ",Twitter
1327,1,"люблю шеву! шева - найкращий університет на планеті! обожнюю!! 
",Twitter
1328,1,@radiosvoboda А могли б з квітами та обнімашками 2 місяці прлучати пизд@лей! Ех нічого вони не розуміть в революціях!,Twitter
1329,1,"@onuka_bandery @Bykvu Мій посил був про те, що дуже часто  саму статтю не читають. Як я зрозумів  (текст трохи по дебільному написан) Іво відповідав про поради своєму сину щодо жінок. До речі він народний артист України тож апріорі геніален",Twitter
1330,1,я згадала що в мене є твітер на два твіти це другий не переймайтеся я хочу сказати що якщо я ще раз побачу росню+терф я не відповідаю за свої дії і їх наслідки,Twitter
1331,1,"@pharmazzzevt Ні, уроки сексуального виховання в школах не потрібні, все має брати на себе родина ",Twitter
1332,1,@12k03h07 Зізнайся що ти хотіла написати привіт не сонечки 🙄🙄🙄,Twitter
1333,1,@dushevnimriyi Я б їм у цій ситуації побажав всього найгарнішого в цьому житті🥰🥰,Twitter
1334,1,"Шукаю таку ж їбануту, яка піде зі мною на 50 відтінків свободи.
ЦЕ Ж Шедевр ",Twitter
1335,1,"пане труханов, а чого не державною?

і да, гордон спитав за пам'ятник катькє, АПЛОДУЮ СТОЯЧИ ТРУХАНОВУ ЗА ""МИСТЕЦТВО ВІДПОВІДАТИ ПОРЯД"" ",Twitter
1336,1,"Нащо проводити вибори, якщо Порошенко вже вирішив, що він Президент? ",Twitter
1337,1,"@ZhekaButov А шо такоє? Мишібраття, адінарот, тарговиє пратньори, 
Ви шо, телевізор не дивитесь? Нема ж ніякої війни. ",Twitter
1338,1,"Ще один кандидат на викрадення і депортацію з країни з мішком на голові.
Розумні нам не треба! ",Twitter
1339,1,"чому ""Генсель і Гретель"" по-польськи - ""Jaś i Małgosia"", а по-українськи не ""Іванко і Маруся""? шо за відчуття меншовартості, чим ми гірші

",Twitter
1340,1,"нє, слухайте, закривайте ресторани, басейни, клуби, бо день незалежності – то ТРАГІЧНИЙ день. ",Twitter
1341,1,"@Oleh__UA В зп обл наші з 128 за одні труси влітку платили 150 грн, пара шкарпеток за 50грн. А шо, зарплата велика, і кенти подогнати можуть якшо шо ",Twitter
1342,1,а як раніше баби без накачаних губ і жоп заміж виходили?,Twitter
1343,1,"Ми — українська молодь, ми голосуватимемо за лисого чорта, якщо він відкриє старбакс, зробить велодоріжку і повісить пакетики для собачок.",Twitter
1344,1,@pyvovarjulia ти прям природженний фотограф),Twitter
1345,1,"люблю*, коли в книжку впіндюрюють репродукції робіт такими маленькими, що нічо не ясно. але аби було

",Twitter
1346,1,"- Мені треба туристичний рюкзак
- Нащо?
І як я про це сама не подумала?!",Twitter
1347,1,"Ми з @agoniasenzafine дійшли висновку, що ми не пипові ""тві- няші"" Що ж з цим робитит? ",Twitter
1348,1,Так швидко їздити я не звикла. Пригальмуй- но.,Twitter
1349,1,"Нам анонсували ще один сезон. Плюс, буде ще 5й. Тому інтрига фантастична ",Twitter
1350,1,"заборонили російська кіно? класно, а коли ще Лермонтова, Пушкіна і Толстого перестанемо вчити у школах? і російську філосфію? а? 

",Twitter
1351,1,"16 січня, а є ще жодного нового альбому не послухала. Та й взагалі тільки пісні з мюзиклів, саундтреки та діснеївську радість поки можу вмикати. Січень – це такий магічний місяць, ага ",Twitter
1352,1,"@worried_ugly ну ти чьооо, так ж багато часу пройшло. Всі засумували одне за одним ",Twitter
1353,1,"Жааах. Не знати, хто такий Tommy Cash...Як я спілкуюся з такими людьми?  
",Twitter
1354,1,У Марка 8 зубів) Як чудово коли він кусається),Twitter
1355,1,"заварюю термосік чаю,варю гречечьку, напихаю пузо і далі фігачю штукі до сессіії. 
хіба ніч може бути прекраснішою. ",Twitter
1356,1,"Еееееее,температура 👍 ",Twitter
1357,1,"@wolfigelkott @JackyBrown_007 @iamkioshi В репі як раз розуміння тексту дуже критично. Але щоб слухати англо реперів, це ж треба мооовууу вчитииии, а нам тяк тяяяяжкооо, краще послушаю російське лайно ",Twitter
1358,1,@OksanaBabi1 @plombirvkus @IzumLLllah Вам з Нидерландів краще знати обстановку в Україні ніж людям з України,Twitter
1359,1,"Ех..... не встигну подивитися кіно ""1+1""на 1+1 ",Twitter
1360,1,@azaxtot4 @ZradkoHater Після приступу мігрені топ порада!,Twitter
1361,1,"Не встигла прийти на роботу, вже йду назад в гуртожиток. Впав тиск, з'являлися головокружіння і тошнота. Відправили в медпункт. Дали таблетки від тошноти і для підвищення тиску. Хлопець і його друг сказали йти додому. Майстерка відпустила. День почався просто чудово ",Twitter
1362,1,"@zhemchuzhnykova Прекрасно, у мене буде можливість кричати благим матом і в страдашки не тільки літерами, а й виючи в аудіо 🤣
",Twitter
1363,1,"@a_ndr_k Невже ти не знаєш, як називаються тропічні циклони? Не вірю!))) Всі ж це знають х)))) ",Twitter
1364,1,@eRVieM Хто це?))),Twitter
1365,1,"@AnnaDanchyshyn От цю гіпотезу намагаюся з'ясувати. Перж ніж розчаруватися ще й у них. В ООН виступали про ковід, слова підтримки під час епідемії казали, а тут... Не хочу, дуже не хочу поспішати з висновками. Хоча звісно, нас ще надто мало померло, ми ж не епідемія ",Twitter
1366,1,"Ну ти чого, завжди ж можна у вебкам. Особливо, якщо поєднати з халатиком медсестри. Чого ти прям так.",Twitter
1367,1,"@sifirka_ Згадав ці ""аргументи"" по типу ""Ну не куплять 10 людей цю гру, і що зміниться?""

Ну звичайно, ""маленький вінтік в бальшой системе""
Давайте ще говорити що донат 10 людей на ЗСУ нічого не змінить",Twitter
1368,1,"у мене на фоні стресу знову починає проявлятись хронічка, кайф ",Twitter
1369,1,"сьогодні вже певно дописати не встигну, бо тут ВИЯВЛЯЄТЬСЯ (хто б знав, ага ) жах як багато",Twitter
1370,1,@vodosvynkaka оу ноу як ти посміла це ж священна частина тіла😭,Twitter
1371,1,"@tori_side ТАК
чомусь в більшості капіталістичних країн тієї ж європи є прописані відпустки, декрети і працівники сфери обслуговування не виживають на чайові. але в усіх проблемах винен капіталізм так🫤",Twitter
1372,1,@albertsinsanity але ж ґендерна соціалізація!!!,Twitter
1373,1,велика республіка денере організувала їй оце все🤪,Twitter
1374,1,@LeMihon я готуюсь до англійської і мені крім математики тільки історії обов'язковою не вистачає,Twitter
1375,1,"@kraydne @ukiu_lo ну так, це ж робить тебе їбать крутими, зовсім не є причиною булінгу і суїцидальних нахилів. просто мода🤗",Twitter
1376,1,"подобається, як людей називають наївними за те, що вони обурюються на несправедливість ",Twitter
1377,1,"@EspresoTV Ага, зараз якраз усі передумови для здешевшання.",Twitter
1378,1,"@VolodimerM @EspresoTV Там з усього вищеназваного можна назбирати таких ""патріотів""",Twitter
1379,1,@prm_ua ну от тепер вже точно припинять,Twitter
1380,1,"@ukrpravda_news Добре що емоджі ""зеленський"" використовуєте.
Якраз час для гумору.",Twitter
1381,1,#маска_україна_шоу дійсно з такими підказками легко все відгадати!!!,Twitter
